שם תוכנית,יום שידור,תאריך שידור,שעת התחלה,שעת סיום,משך תוכנית,רייטינג,reception_pct,רייטינג מותאם,נתח,צופים 4+,חשיפה 4+,משך צפייה,כאן 11,קשת 12,רשת 13,עכשיו 14,is_rerun,סטטוס תוכנית,שם תוכנית_מקור,שעת התחלה_שעה,חלקי-יום,משך תוכנית_דק,משך צפייה_דק,ממוצע מתחרים,יתרון מול מתחרים,HUT proxy,תג_עונה,תג_חג,תג_ביטחוני,אירוע_מיוחד,יום_חג,יום_ביטחוני,שבת
7 שרון גל ש.ח,שני,2025-08-11,"1 day, 0:01:40","1 day, 0:51:08",00:49:28,0.32,0.718181818,0.44556962,1.2,6.4,11.2,00:28:05,1.04,3.36,0.84,1.2,TRUE,שידור חוזר,7 שרון גל,24,5. לילה 22–01,49.46666667,28.08333333,1.61,-1.29,6.76,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
הישראלים איי 24 ש.ח,שני,2025-08-11,"1 day, 0:51:08","1 day, 1:59:59",01:08:51,0.19,0.718181818,0.264556962,0.97,5.4,13.8,00:26:50,0.42,1.05,0.85,0.58,TRUE,שידור חוזר,הישראלים איי 24,24,5. לילה 22–01,68.85,26.83333333,0.725,-0.535,3.09,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
הישראלים איי 24 ש.ח,שלישי,2025-08-12,02:00:00,02:01:51,00:01:51,0.25,0.718181818,0.348101266,1.62,9.3,13.2,00:01:24,0.29,1.57,0.93,0.28,TRUE,שידור חוזר,הישראלים איי 24,2,6. לילה מאוחר 02–05,1.85,1.4,0.7675,-0.5175,3.32,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
מדד גלבוע ש.ח,שלישי,2025-08-12,02:01:51,03:01:46,00:59:55,0.17,0.718181818,0.236708861,1.16,5.4,5.4,01:00:00,0.32,1.13,0.63,0.35,TRUE,שידור חוזר,מדד גלבוע,2,6. לילה מאוחר 02–05,59.91666667,60,0.6075,-0.4375,2.6,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
המהדורה המרכזית איי 24 ש.ח,שלישי,2025-08-12,03:01:46,04:23:52,01:22:06,0.3,0.718181818,0.417721519,2.63,8.6,12.4,00:57:02,0.51,1.14,0.17,0.35,TRUE,שידור חוזר,המהדורה המרכזית איי 24,3,6. לילה מאוחר 02–05,82.1,57.03333333,0.5425,-0.2425,2.47,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
מדברים חדשות ש.ח,שלישי,2025-08-12,04:23:52,04:55:55,00:32:03,0.35,0.718181818,0.487341772,3.54,10,10,00:32:00,0.26,1.31,0.1,0.35,TRUE,שידור חוזר,מדברים חדשות,4,6. לילה מאוחר 02–05,32.05,32,0.505,-0.155,2.37,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
מדד גלבוע ש.ח,שלישי,2025-08-12,04:55:55,06:00:00,01:04:05,0.19,0.718181818,0.264556962,1.98,4.9,12,00:26:14,0.09,1.02,0.05,0.63,TRUE,שידור חוזר,מדד גלבוע,4,6. לילה מאוחר 02–05,64.08333333,26.23333333,0.4475,-0.2575,1.98,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שלישי,2025-08-12,06:00:00,06:10:01,00:10:01,0.07,0.718181818,0.097468354,0.69,1.9,4.6,00:04:00,0.04,1.2,0.34,0.77,FALSE,שידור חי,חדר החדשות איי 24,6,1. בוקר 06–09,10.01666667,4,0.5875,-0.5175,2.42,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
הסיפורים הגדולים לקט,שלישי,2025-08-12,06:10:01,07:00:00,00:49:59,0.04,0.718181818,0.055696203,0.33,0.7,7.1,00:04:37,0.18,2.58,1.16,1.3,TRUE,לקט,הסיפורים הגדולים לקט,6,1. בוקר 06–09,49.98333333,4.616666667,1.305,-1.265,5.26,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שלישי,2025-08-12,07:00:00,07:27:00,00:27:00,0.19,0.718181818,0.264556962,1.26,4.7,6.4,00:19:46,0.21,3.76,1.97,1.22,FALSE,שידור חי,חדר החדשות איי 24,7,1. בוקר 06–09,27,19.76666667,1.79,-1.6,7.35,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,שלישי,2025-08-12,07:30:00,07:57:00,00:27:00,0.27,0.718181818,0.375949367,1.63,6.4,6.4,00:27:00,0.25,4.03,2.07,1.79,TRUE,שידור חוזר,חדר החדשות איי 24,7,1. בוקר 06–09,27,27,2.035,-1.765,8.41,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שלישי,2025-08-12,08:00:00,08:27:00,00:27:00,0.47,0.718181818,0.65443038,2.63,10.1,14.5,00:18:47,0.33,4.37,2.45,1.88,FALSE,שידור חי,חדר החדשות איי 24,8,1. בוקר 06–09,27,18.78333333,2.2575,-1.7875,9.5,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,שלישי,2025-08-12,08:30:00,08:57:00,00:27:00,0.4,0.718181818,0.556962025,1.9,8.7,11.1,00:21:12,0.58,5.11,2.65,1.81,TRUE,שידור חוזר,חדר החדשות איי 24,8,1. בוקר 06–09,27,21.2,2.5375,-2.1375,10.55,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שלישי,2025-08-12,09:00:00,09:26:59,00:26:59,0.37,0.718181818,0.515189873,1.86,8.5,11.6,00:19:56,0.65,4.85,2.1,1.91,FALSE,שידור חי,חדר החדשות איי 24,9,1. בוקר 06–09,26.98333333,19.93333333,2.3775,-2.0075,9.88,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,שלישי,2025-08-12,09:30:00,09:57:00,00:27:00,0.5,0.718181818,0.696202532,2.51,9.3,14.4,00:17:21,0.49,4.52,2,1.59,TRUE,שידור חוזר,חדר החדשות איי 24,9,1. בוקר 06–09,27,17.35,2.15,-1.65,9.1,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שלישי,2025-08-12,10:00:00,10:27:00,00:27:00,0.44,0.718181818,0.612658228,2.11,7.5,13.8,00:14:40,0.61,4.32,1.37,1.48,FALSE,שידור חי,חדר החדשות איי 24,10,2. צהריים 10–13,27,14.66666667,1.945,-1.505,8.22,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,שלישי,2025-08-12,10:30:00,10:57:00,00:27:00,0.23,0.718181818,0.320253165,1.12,4.2,16.1,00:07:06,0.57,4.33,0.91,0.88,TRUE,שידור חוזר,חדר החדשות איי 24,10,2. צהריים 10–13,27,7.1,1.6725,-1.4425,6.92,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שלישי,2025-08-12,11:00:00,11:27:00,00:27:00,0.2,0.718181818,0.278481013,1,2.7,7.1,00:10:11,0.63,3.31,1.92,0.76,FALSE,שידור חי,חדר החדשות איי 24,11,2. צהריים 10–13,27,10.18333333,1.655,-1.455,6.82,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,שלישי,2025-08-12,11:30:00,11:57:00,00:27:00,0.35,0.718181818,0.487341772,1.7,4.8,7.3,00:17:36,0.54,2.17,2.36,1.02,TRUE,שידור חוזר,חדר החדשות איי 24,11,2. צהריים 10–13,27,17.6,1.5225,-1.1725,6.44,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שלישי,2025-08-12,12:00:00,12:27:01,00:27:01,0.22,0.718181818,0.306329114,1,3.1,6.3,00:13:15,0.29,3.43,2.24,0.75,FALSE,שידור חי,חדר החדשות איי 24,12,2. צהריים 10–13,27.01666667,13.25,1.6775,-1.4575,6.93,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,שלישי,2025-08-12,12:30:00,12:57:00,00:27:00,0.16,0.718181818,0.22278481,0.71,2.2,3.9,00:14:58,0.28,3.46,1.4,0.82,TRUE,שידור חוזר,חדר החדשות איי 24,12,2. צהריים 10–13,27,14.96666667,1.49,-1.33,6.12,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,שלישי,2025-08-12,13:00:00,13:27:00,00:27:00,0.01,0.718181818,0.013924051,0.05,0.2,4.6,00:01:00,0.21,3.36,1.54,1.22,FALSE,שידור חי,חדר החדשות איי 24,13,2. צהריים 10–13,27,1,1.5825,-1.5725,6.34,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,שלישי,2025-08-12,13:30:00,13:57:00,00:27:00,0.02,0.718181818,0.027848101,0.08,0.3,2.7,00:03:00,0.47,3.17,1.46,1.18,TRUE,שידור חוזר,חדר החדשות איי 24,13,2. צהריים 10–13,27,3,1.57,-1.55,6.3,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
מהדורת הצהריים,שלישי,2025-08-12,14:00:00,14:57:10,00:57:10,0.03,0.718181818,0.041772152,0.09,0.7,9.3,00:03:37,0.41,3.85,1.1,2.49,FALSE,שידור חי,מהדורת הצהריים,14,"3. אחה""צ 14–17",57.16666667,3.616666667,1.9625,-1.9325,7.88,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
מהדורת 15,שלישי,2025-08-12,15:00:00,16:48:50,01:48:50,0.16,0.718181818,0.22278481,0.48,2.7,39.6,00:07:24,0.75,4.59,1,2.61,FALSE,שידור חי,מהדורת 15,15,"3. אחה""צ 14–17",108.8333333,7.4,2.2375,-2.0775,9.11,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
מהדורת חמש איי 24,שלישי,2025-08-12,16:48:50,17:54:28,01:05:38,0.27,0.718181818,0.375949367,0.68,5.6,36.2,00:10:00,0.85,5.61,2.45,2.31,FALSE,שידור חי,מהדורת חמש איי 24,16,"3. אחה""צ 14–17",65.63333333,10,2.805,-2.535,11.49,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
מדד גלבוע,שלישי,2025-08-12,17:55:36,18:59:37,01:04:01,0.48,0.718181818,0.66835443,1.1,9.4,32.7,00:18:25,1.16,7.93,3.14,3.11,FALSE,שידור חי,מדד גלבוע,17,"3. אחה""צ 14–17",64.01666667,18.41666667,3.835,-3.355,15.82,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
7 שרון גל,שלישי,2025-08-12,18:59:37,20:01:08,01:01:31,1.34,0.718181818,1.865822785,2.66,28.2,82.1,00:20:59,2.09,10.18,5.46,4.55,FALSE,שידור חי,7 שרון גל,18,4. פריים-טיים 18–21,61.51666667,20.98333333,5.57,-4.23,23.62,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
המהדורה המרכזית איי 24,שלישי,2025-08-12,20:01:08,21:14:46,01:13:38,1.13,0.718181818,1.573417722,1.91,22.1,88.3,00:18:28,2.88,13.18,5.95,6.01,FALSE,שידור חי,המהדורה המרכזית איי 24,20,4. פריים-טיים 18–21,73.63333333,18.46666667,7.005,-5.875,29.15,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
הישראלים איי 24,שלישי,2025-08-12,21:14:46,22:30:11,01:15:25,0.52,0.718181818,0.724050633,0.73,11.6,59,00:13:52,2.73,14.31,21.12,6.59,FALSE,שידור חי,הישראלים איי 24,21,4. פריים-טיים 18–21,75.41666667,13.86666667,11.1875,-10.6675,45.27,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
המועדון העסקי,שלישי,2025-08-12,22:30:11,23:00:39,00:30:28,0.44,0.718181818,0.612658228,0.8,9.9,31.6,00:08:30,2.21,10.43,16.8,3.67,FALSE,שידור חי,המועדון העסקי,22,5. לילה 22–01,30.46666667,8.5,8.2775,-7.8375,33.55,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
מדברים חדשות,שלישי,2025-08-12,23:00:39,23:38:56,00:38:17,0.31,0.718181818,0.43164557,0.69,7.8,16.1,00:17:35,1.62,6.98,14.89,2.28,FALSE,שידור חי,מדברים חדשות,23,5. לילה 22–01,38.28333333,17.58333333,6.4425,-6.1325,26.08,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
השורה התחתונה איי 24,שלישי,2025-08-12,23:38:56,23:58:50,00:19:54,0.03,0.718181818,0.041772152,0.08,0.8,10.9,00:01:27,0.74,6.38,6.07,1.51,FALSE,שידור חי,השורה התחתונה איי 24,23,5. לילה 22–01,19.9,1.45,3.675,-3.645,14.73,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
7 שרון גל ש.ח,שלישי,2025-08-12,23:58:50,"1 day, 0:58:38",00:59:48,0.29,0.718181818,0.403797468,1.18,10.2,24.9,00:24:29,0.47,3.26,2.19,1.33,TRUE,שידור חוזר,7 שרון גל,23,5. לילה 22–01,59.8,24.48333333,1.8125,-1.5225,7.54,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
הישראלים איי 24 ש.ח,שלישי,2025-08-12,"1 day, 0:58:38","1 day, 1:59:59",01:01:21,0.4,0.718181818,0.556962025,2.09,10.2,24.4,00:25:22,0.26,1.07,0.95,1.33,TRUE,שידור חוזר,הישראלים איי 24,24,5. לילה 22–01,61.35,25.36666667,0.9025,-0.5025,4.01,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
הישראלים איי 24 ש.ח,רביעי,2025-08-13,02:00:00,02:11:13,00:11:13,0.36,0.718181818,0.501265823,2.25,7.6,9.2,00:09:04,0.03,0.9,1,0.69,TRUE,שידור חוזר,הישראלים איי 24,2,6. לילה מאוחר 02–05,11.21666667,9.066666667,0.655,-0.295,2.98,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
הערביסטים ש.ח,רביעי,2025-08-13,02:11:13,02:55:43,00:44:30,0.27,0.718181818,0.375949367,1.83,6,6.7,00:40:28,0,0.43,1.06,0.46,TRUE,שידור חוזר,הערביסטים,2,6. לילה מאוחר 02–05,44.5,40.46666667,0.4875,-0.2175,2.22,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
המהדורה המרכזית איי 24 ש.ח,רביעי,2025-08-13,02:55:43,04:07:21,01:11:38,0.08,0.718181818,0.111392405,0.7,2.2,15.2,00:10:17,0.06,0.19,0.64,0.42,TRUE,שידור חוזר,המהדורה המרכזית איי 24,2,6. לילה מאוחר 02–05,71.63333333,10.28333333,0.3275,-0.2475,1.39,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
מדברים חדשות ש.ח,רביעי,2025-08-13,04:07:21,04:32:22,00:25:01,0.14,0.718181818,0.194936709,1.48,2.5,2.5,00:25:00,0.12,0.26,0.22,0.44,TRUE,שידור חוזר,מדברים חדשות,4,6. לילה מאוחר 02–05,25.01666667,25,0.26,-0.12,1.18,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
המועדון העסקי ש.ח,רביעי,2025-08-13,04:32:22,05:01:15,00:28:53,0.15,0.718181818,0.208860759,1.71,2.8,7.4,00:10:54,0.01,0.36,0.11,0.4,TRUE,שידור חוזר,המועדון העסקי,4,6. לילה מאוחר 02–05,28.88333333,10.9,0.22,-0.07,1.03,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
מדד גלבוע ש.ח,רביעי,2025-08-13,05:01:15,06:00:00,00:58:45,0.05,0.718181818,0.069620253,0.54,1.5,5.8,00:09:25,0.06,0.77,0.28,0.75,TRUE,שידור חוזר,מדד גלבוע,5,6. לילה מאוחר 02–05,58.75,9.416666667,0.465,-0.415,1.91,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,רביעי,2025-08-13,06:00:00,06:10:00,00:10:00,0,0.718181818,0,0,0,0,00:00:00,0.13,1.5,0.53,1.07,FALSE,שידור חי,חדר החדשות איי 24,6,1. בוקר 06–09,10,0,0.8075,-0.8075,3.23,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
מדד גלבוע לקט,רביעי,2025-08-13,06:10:00,07:00:00,00:50:00,0.02,0.718181818,0.027848101,0.19,0.3,1.7,00:10:00,0.34,2.23,0.83,1.18,TRUE,לקט,מדד גלבוע לקט,6,1. בוקר 06–09,50,10,1.145,-1.125,4.6,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,רביעי,2025-08-13,07:00:00,07:27:04,00:27:04,0,0.718181818,0,0,0,0,00:00:00,0.32,3.31,1.57,1.81,FALSE,שידור חי,חדר החדשות איי 24,7,1. בוקר 06–09,27.06666667,0,1.7525,-1.7525,7.01,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,רביעי,2025-08-13,07:30:00,07:57:00,00:27:00,0,0.718181818,0,0,0,0,00:00:00,0.19,2.97,2.36,2.13,TRUE,שידור חוזר,חדר החדשות איי 24,7,1. בוקר 06–09,27,0,1.9125,-1.9125,7.65,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,רביעי,2025-08-13,08:00:00,08:27:01,00:27:01,0.15,0.718181818,0.208860759,0.9,2.6,8.4,00:08:23,0.55,2.99,2.12,2.31,FALSE,שידור חי,חדר החדשות איי 24,8,1. בוקר 06–09,27.01666667,8.383333333,1.9925,-1.8425,8.12,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,רביעי,2025-08-13,08:30:00,08:57:00,00:27:00,0.15,0.718181818,0.208860759,0.89,2.9,9.2,00:08:31,0.6,2.4,2.1,1.99,TRUE,שידור חוזר,חדר החדשות איי 24,8,1. בוקר 06–09,27,8.516666667,1.7725,-1.6225,7.24,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,רביעי,2025-08-13,09:00:00,09:27:01,00:27:01,0.14,0.718181818,0.194936709,0.79,9.4,21.4,00:11:52,0.55,2.72,1.79,1.9,FALSE,שידור חי,חדר החדשות איי 24,9,1. בוקר 06–09,27.01666667,11.86666667,1.74,-1.6,7.1,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,רביעי,2025-08-13,09:30:01,09:57:01,00:27:00,0.01,0.718181818,0.013924051,0.03,5.8,12.7,00:12:18,0.54,3.4,1.66,1.86,TRUE,שידור חוזר,חדר החדשות איי 24,9,1. בוקר 06–09,27,12.3,1.865,-1.855,7.47,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,רביעי,2025-08-13,10:00:00,10:27:01,00:27:01,0.11,0.718181818,0.153164557,0.57,2.1,3.2,00:18:00,0.68,3.54,1.65,1.37,FALSE,שידור חי,חדר החדשות איי 24,10,2. צהריים 10–13,27.01666667,18,1.81,-1.7,7.35,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
ראיון עם נתניהו ש.ח,רביעי,2025-08-13,10:30:00,10:56:00,00:26:00,0.33,0.718181818,0.459493671,1.57,6.3,10.8,00:15:13,0.89,3.22,1.72,1.82,TRUE,שידור חוזר,ראיון עם נתניהו,10,2. צהריים 10–13,26,15.21666667,1.9125,-1.5825,7.98,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24,רביעי,2025-08-13,11:00:00,11:27:00,00:27:00,0.39,0.718181818,0.543037975,1.68,7.3,13.3,00:14:47,0.57,2.09,2.09,1.2,FALSE,שידור חי,חדר החדשות איי 24,11,2. צהריים 10–13,27,14.78333333,1.4875,-1.0975,6.34,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
חדר החדשות איי 24 ש.ח,רביעי,2025-08-13,11:30:00,11:57:00,00:27:00,0.37,0.718181818,0.515189873,1.56,7.8,15.1,00:13:57,0.56,2.25,1.7,0.98,TRUE,שידור חוזר,חדר החדשות איי 24,11,2. צהריים 10–13,27,13.95,1.3725,-1.0025,5.86,קיץ 2025 (ירידה),—,—,—,FALSE,FALSE,FALSE
